iter,client,numData,Acc,fairType,fairValue,Privileged,higher
1,1,1282,0.8711228370666504,SP,0.4371,Y,N
1,8,130,0.7138735055923462,SP,0.7656,Y,Y
1,10,1859,0.8771339058876038,SP,1.0,Y,Y
2,1,1282,0.8783361315727234,SP,0.465,Y,N
2,5,645,0.8845876455307007,SP,0.7878,Y,N
2,7,2739,0.8841067552566528,SP,0.7541,Y,N
3,5,645,0.8853089809417725,SP,0.7024,Y,N
3,9,1259,0.8771339058876038,SP,1.0,Y,Y
3,10,1859,0.8771339058876038,SP,1.0,Y,Y
4,2,739,0.8788170218467712,SP,0.8826,Y,N
4,5,645,0.8879538178443909,SP,0.7768,Y,N
4,10,1859,0.8771339058876038,SP,1.0,Y,Y
5,1,1282,0.8802596926689148,SP,2.1356,N,Y
5,5,645,0.8838663101196289,SP,1.2356,N,Y
5,7,2739,0.8850685358047485,SP,1.3919,N,Y
6,2,739,0.8821831941604614,SP,0.8366,Y,N
6,9,1259,0.8771339058876038,SP,1.0,Y,Y
6,10,1859,0.8771339058876038,SP,1.0,Y,Y
7,1,1282,0.8792979121208191,SP,0.4608,Y,N
7,2,739,0.8797788023948669,SP,0.8588,Y,N
7,10,1859,0.8771339058876038,SP,1.0,Y,Y
8,6,1773,0.8511661291122437,SP,0.2243,Y,N
8,8,130,0.8790574669837952,SP,0.9843,Y,N
8,10,1859,0.8771339058876038,SP,1.0,Y,Y
9,3,1623,0.8809810280799866,SP,0.9307,Y,N
9,6,1773,0.8514065742492676,SP,0.2241,Y,N
9,10,1859,0.8771339058876038,SP,1.0,Y,Y
10,1,1282,0.8761721849441528,SP,0.4306,Y,N
10,7,2739,0.8865112066268921,SP,0.636,Y,N
10,9,1259,0.8771339058876038,SP,1.0,Y,Y
11,3,1623,0.8819427490234375,SP,0.9157,Y,N
11,4,431,0.8535705804824829,SP,1.0634,Y,Y
11,5,645,0.886751651763916,SP,0.6543,Y,N
12,2,739,0.8831449747085571,SP,0.8119,Y,N
12,8,130,0.8824236392974854,SP,0.9408,Y,N
12,10,1859,0.8771339058876038,SP,1.0,Y,Y
13,5,645,0.8848280906677246,SP,0.6943,Y,N
13,8,130,0.8814619183540344,SP,0.9619,Y,N
