iter,client,numData,Acc,fairType,fairValue,Privileged,higher
1,2,1259,0.8855494260787964,EQO,2.3699,N,Y
1,6,1051,0.898533284664154,EQO,1.0505,N,Y
1,9,1233,0.898773729801178,EQO,1.0387,N,Y
2,1,913,0.8889155983924866,EQO,0.8776,Y,Y
2,2,1259,0.8877133727073669,EQO,0.4731,Y,N
2,6,1051,0.9002164006233215,EQO,0.9188,Y,Y
3,3,2103,0.9026208519935608,EQO,0.8794,Y,Y
3,4,781,0.8744890689849854,EQO,1.1552,Y,Y
3,5,1024,0.9002164006233215,EQO,0.9452,Y,Y
4,2,1259,0.8930031061172485,EQO,0.5262,Y,N
4,9,1233,0.9040634632110596,EQO,0.8917,Y,Y
4,10,1010,0.8992546200752258,EQO,0.9522,Y,Y
5,4,781,0.8788170218467712,EQO,1.1308,Y,Y
5,7,2804,0.887472927570343,EQO,0.4176,Y,N
5,9,1233,0.9052656888961792,EQO,0.8629,Y,Y
6,5,1024,0.9052656888961792,EQO,0.8381,Y,Y
6,8,302,0.8470786213874817,EQO,0.4619,Y,N
6,10,1010,0.9021399617195129,EQO,0.8944,Y,Y
7,5,1024,0.9062274694442749,EQO,0.8345,Y,Y
7,6,1051,0.9091127514839172,EQO,0.7979,Y,Y
7,8,302,0.8468381762504578,EQO,0.482,Y,N
8,1,913,0.8901178240776062,EQO,0.8507,Y,Y
8,2,1259,0.8944457769393921,EQO,0.5285,Y,N
8,4,781,0.8759317398071289,EQO,1.1175,Y,Y
9,1,913,0.8901178240776062,EQO,0.8582,Y,Y
9,2,1259,0.8961288928985596,EQO,0.5361,Y,N
9,9,1233,0.9074296951293945,EQO,0.819,Y,Y
10,1,913,0.8903582692146301,EQO,0.8602,Y,Y
10,6,1051,0.9107958674430847,EQO,0.7946,Y,Y
10,7,2804,0.890598714351654,EQO,0.4729,Y,N
11,5,1024,0.9093531966209412,EQO,0.8201,Y,Y
11,8,302,0.8403462171554565,EQO,0.5287,Y,N
11,10,1010,0.9038230180740356,EQO,0.8661,Y,Y
12,2,1259,0.8963693380355835,EQO,0.5379,Y,N
12,3,2103,0.9071892499923706,EQO,0.7462,Y,Y
12,4,781,0.8761721849441528,EQO,1.1133,Y,Y
13,5,1024,0.9091127514839172,EQO,0.8246,Y,Y
13,6,1051,0.9112767577171326,EQO,0.7687,Y,Y
13,10,1010,0.9038230180740356,EQO,0.8707,Y,Y
14,4,781,0.8744890689849854,EQO,1.1208,Y,Y
14,7,2804,0.890839159488678,EQO,0.4777,Y,N
14,10,1010,0.905987024307251,EQO,0.861,Y,Y
15,1,913,0.890839159488678,EQO,0.8527,Y,Y
15,2,1259,0.8966097831726074,EQO,0.5296,Y,N
15,4,781,0.8728059530258179,EQO,1.1072,Y,Y
16,1,913,0.890839159488678,EQO,0.8764,Y,Y
16,4,781,0.8701611161231995,EQO,1.1851,Y,Y
16,8,302,0.8369800448417664,EQO,0.5914,Y,N
17,1,913,0.8901178240776062,EQO,0.9193,Y,Y
17,2,1259,0.8973311185836792,EQO,0.537,Y,N
17,3,2103,0.9064679145812988,EQO,0.7597,Y,N
18,5,1024,0.9079105257987976,EQO,0.8657,Y,Y
18,7,2804,0.8918009400367737,EQO,0.4863,Y,N
18,8,302,0.8304880857467651,EQO,0.6632,Y,N
19,5,1024,0.9081509709358215,EQO,0.8526,Y,Y
19,8,302,0.8336138725280762,EQO,0.6128,Y,N
19,10,1010,0.905746579170227,EQO,0.8765,Y,Y
20,2,1259,0.8978119492530823,EQO,0.5472,Y,N
20,8,302,0.834094762802124,EQO,0.6236,Y,N
20,10,1010,0.905987024307251,EQO,0.8776,Y,Y
21,4,781,0.8689588904380798,EQO,1.1777,Y,Y
21,5,1024,0.9091127514839172,EQO,0.8275,Y,Y
21,10,1010,0.9064679145812988,EQO,0.8711,Y,Y
22,3,2103,0.9083914160728455,EQO,0.743,Y,N
22,7,2804,0.8922817707061768,EQO,0.4848,Y,N
22,8,302,0.8352969288825989,EQO,0.631,Y,N
23,1,913,0.8891560435295105,EQO,0.8903,Y,Y
23,5,1024,0.9093531966209412,EQO,0.821,Y,Y
23,9,1233,0.9067083597183228,EQO,0.8264,Y,Y
24,4,781,0.8691993355751038,EQO,1.2157,Y,Y
24,7,2804,0.8930031061172485,EQO,0.4924,Y,N
24,8,302,0.8345755934715271,EQO,0.6099,Y,N
25,5,1024,0.9079105257987976,EQO,0.8577,Y,Y
25,9,1233,0.9062274694442749,EQO,0.842,Y,Y
25,10,1010,0.9062274694442749,EQO,0.8743,Y,Y
26,1,913,0.8896369338035583,EQO,0.9114,Y,Y
26,6,1051,0.909834086894989,EQO,0.7839,Y,Y
26,8,302,0.8321712017059326,EQO,0.6314,Y,N
27,5,1024,0.9076701402664185,EQO,0.8437,Y,Y
27,8,302,0.8290454149246216,EQO,0.6471,Y,N
27,9,1233,0.9064679145812988,EQO,0.8489,Y,Y
28,2,1259,0.8978119492530823,EQO,0.542,Y,N
28,5,1024,0.9079105257987976,EQO,0.8512,Y,Y
28,8,302,0.830968976020813,EQO,0.6586,Y,N
29,2,1259,0.8994950652122498,EQO,0.5543,Y,N
29,7,2804,0.8930031061172485,EQO,0.4956,Y,N
29,10,1010,0.9064679145812988,EQO,0.8684,Y,Y
30,3,2103,0.9081509709358215,EQO,0.7462,Y,N
30,5,1024,0.9086318612098694,EQO,0.8192,Y,Y
30,7,2804,0.8927626609802246,EQO,0.4865,Y,N
31,3,2103,0.9083914160728455,EQO,0.7388,Y,N
31,5,1024,0.9091127514839172,EQO,0.808,Y,Y
31,6,1051,0.9110363125801086,EQO,0.7472,Y,N
32,3,2103,0.9081509709358215,EQO,0.7292,Y,N
32,6,1051,0.9110363125801086,EQO,0.7472,Y,N
32,8,302,0.8408271074295044,EQO,0.5888,Y,N
33,7,2804,0.8930031061172485,EQO,0.4902,Y,N
33,8,302,0.838182270526886,EQO,0.5713,Y,N
33,9,1233,0.9083914160728455,EQO,0.7835,Y,Y
34,2,1259,0.898773729801178,EQO,0.5383,Y,N
34,6,1051,0.9107958674430847,EQO,0.7416,Y,Y
34,10,1010,0.9081509709358215,EQO,0.8195,Y,Y
35,5,1024,0.909834086894989,EQO,0.7949,Y,Y
35,6,1051,0.9105554223060608,EQO,0.7405,Y,Y
35,9,1233,0.9079105257987976,EQO,0.7792,Y,Y
36,4,781,0.8691993355751038,EQO,1.1797,Y,Y
36,7,2804,0.8934839963912964,EQO,0.4806,Y,N
36,8,302,0.8398653268814087,EQO,0.5625,Y,N
37,1,913,0.8889155983924866,EQO,0.9131,Y,Y
37,4,781,0.8655927181243896,EQO,1.3064,Y,Y
37,10,1010,0.9067083597183228,EQO,0.8546,Y,Y
38,6,1051,0.9093531966209412,EQO,0.8098,Y,N
38,8,302,0.8266410231590271,EQO,0.7051,Y,N
38,10,1010,0.9050252437591553,EQO,0.882,Y,Y
39,5,1024,0.9079105257987976,EQO,0.8439,Y,Y
39,8,302,0.830968976020813,EQO,0.6551,Y,N
39,10,1010,0.9062274694442749,EQO,0.8654,Y,Y
40,5,1024,0.9076701402664185,EQO,0.8416,Y,Y
40,6,1051,0.9107958674430847,EQO,0.7622,Y,N
40,9,1233,0.9071892499923706,EQO,0.8127,Y,N
41,2,1259,0.898773729801178,EQO,0.5421,Y,N
41,5,1024,0.9086318612098694,EQO,0.8234,Y,N
41,7,2804,0.8942053318023682,EQO,0.487,Y,N
42,1,913,0.8889155983924866,EQO,0.8889,Y,Y
42,3,2103,0.9086318612098694,EQO,0.7269,Y,N
42,8,302,0.8352969288825989,EQO,0.6202,Y,N
43,1,913,0.8853089809417725,EQO,0.9407,Y,Y
43,2,1259,0.8992546200752258,EQO,0.5442,Y,N
43,4,781,0.86439049243927,EQO,1.3355,Y,Y
44,1,913,0.8829045295715332,EQO,0.9884,Y,Y
44,2,1259,0.8994950652122498,EQO,0.5487,Y,N
44,8,302,0.8172637820243835,EQO,0.78,Y,N
45,3,2103,0.9076701402664185,EQO,0.7397,Y,N
45,7,2804,0.8951671123504639,EQO,0.5048,Y,N
45,8,302,0.8134166598320007,EQO,0.8001,Y,N
46,1,913,0.8853089809417725,EQO,0.9849,Y,Y
46,3,2103,0.9079105257987976,EQO,0.7451,Y,N
46,10,1010,0.9038230180740356,EQO,0.9116,Y,Y
47,1,913,0.8860303163528442,EQO,0.9649,Y,Y
47,2,1259,0.8999759554862976,EQO,0.5508,Y,N
47,5,1024,0.9071892499923706,EQO,0.882,Y,Y
48,4,781,0.8562154173851013,EQO,1.428,Y,Y
48,7,2804,0.8956480026245117,EQO,0.507,Y,N
48,8,302,0.8215917348861694,EQO,0.7428,Y,N
49,1,913,0.8805001378059387,EQO,0.9245,N,Y
49,7,2804,0.8966097831726074,EQO,2.4096,N,Y
49,8,302,0.8025968074798584,EQO,1.0496,N,Y
50,2,1259,0.8970906734466553,EQO,0.527,Y,N
50,7,2804,0.8951671123504639,EQO,0.4973,Y,N
50,10,1010,0.9069488048553467,EQO,0.8497,Y,Y
