iter,client,numData,Acc,fairType,fairValue,Privileged,higher
1,6,1711,0.8927626609802246,EQO,0.9417,Y,Y
1,7,1849,0.8925222158432007,EQO,0.8018,Y,Y
1,9,2798,0.8942053318023682,EQO,0.5978,Y,Y
2,1,624,0.8831449747085571,EQO,0.4773,Y,Y
2,2,317,0.8792979121208191,EQO,0.5058,Y,Y
2,3,1171,0.8920413851737976,EQO,0.9817,Y,Y
3,4,1087,0.8456359505653381,EQO,0.1494,Y,N
3,5,493,0.7436884045600891,EQO,0.5768,Y,N
3,10,511,0.8913200497627258,EQO,0.9962,Y,Y
4,4,1087,0.8465977311134338,EQO,0.1619,Y,N
4,7,1849,0.8961288928985596,EQO,0.8473,Y,Y
4,10,511,0.8913200497627258,EQO,0.9962,Y,Y
5,3,1171,0.8918009400367737,EQO,0.9885,Y,Y
5,9,2798,0.8982928395271301,EQO,0.5797,Y,Y
5,10,511,0.8913200497627258,EQO,0.9989,Y,Y
6,3,1171,0.8915604948997498,EQO,0.9914,Y,Y
6,5,493,0.7624428868293762,EQO,0.6577,Y,N
6,6,1711,0.8930031061172485,EQO,0.9741,Y,Y
7,2,317,0.8978119492530823,EQO,0.6173,Y,N
7,6,1711,0.8930031061172485,EQO,0.9741,Y,Y
7,8,1919,0.8999759554862976,EQO,0.7672,Y,N
8,1,624,0.8975715041160583,EQO,0.5451,Y,N
8,9,2798,0.8966097831726074,EQO,0.5692,Y,N
8,10,511,0.8910796046257019,EQO,1.0018,Y,Y
9,1,624,0.8975715041160583,EQO,0.5598,Y,N
9,6,1711,0.8932435512542725,EQO,0.9713,Y,Y
9,10,511,0.8910796046257019,EQO,1.0018,Y,Y
10,1,624,0.8966097831726074,EQO,0.5612,Y,N
10,6,1711,0.8932435512542725,EQO,0.9713,Y,Y
10,9,2798,0.8973311185836792,EQO,0.5554,Y,N
11,1,624,0.8963693380355835,EQO,0.5514,Y,N
11,5,493,0.7816782593727112,EQO,0.6543,Y,N
11,6,1711,0.8932435512542725,EQO,0.9713,Y,Y
12,1,624,0.8961288928985596,EQO,0.5381,Y,N
12,6,1711,0.8932435512542725,EQO,0.9713,Y,Y
12,7,1849,0.8975715041160583,EQO,0.87,Y,Y
13,2,317,0.898773729801178,EQO,0.6108,Y,N
13,5,493,0.7797547578811646,EQO,0.6762,Y,N
13,8,1919,0.9006972908973694,EQO,0.7684,Y,N
14,4,1087,0.8581389784812927,EQO,0.2182,Y,N
14,9,2798,0.8978119492530823,EQO,0.5575,Y,N
14,10,511,0.8910796046257019,EQO,1.0018,Y,Y
15,2,317,0.9006972908973694,EQO,0.633,Y,N
15,6,1711,0.8930031061172485,EQO,0.9741,Y,Y
15,8,1919,0.8999759554862976,EQO,0.775,Y,N
16,2,317,0.8992546200752258,EQO,0.6243,Y,N
16,7,1849,0.8982928395271301,EQO,0.8785,Y,Y
16,10,511,0.8910796046257019,EQO,1.0018,Y,Y
17,2,317,0.9021399617195129,EQO,0.6589,Y,N
17,7,1849,0.8982928395271301,EQO,0.8863,Y,N
17,8,1919,0.8992546200752258,EQO,0.7754,Y,N
18,2,317,0.9021399617195129,EQO,0.6601,Y,N
18,3,1171,0.8913200497627258,EQO,0.9943,Y,Y
18,9,2798,0.8982928395271301,EQO,0.5717,Y,N
19,1,624,0.8978119492530823,EQO,0.5852,Y,N
19,3,1171,0.8913200497627258,EQO,0.9943,Y,Y
19,4,1087,0.8569367527961731,EQO,0.2236,Y,N
20,7,1849,0.898773729801178,EQO,0.8815,Y,N
20,8,1919,0.8999759554862976,EQO,0.7571,Y,N
20,10,511,0.8910796046257019,EQO,1.0018,Y,Y
21,1,624,0.898533284664154,EQO,0.594,Y,N
21,2,317,0.9016590714454651,EQO,0.6662,Y,N
21,4,1087,0.8566963076591492,EQO,0.2289,Y,N
22,3,1171,0.8910796046257019,EQO,0.9971,Y,Y
22,6,1711,0.8930031061172485,EQO,0.9741,Y,Y
22,7,1849,0.8990141749382019,EQO,0.8896,Y,Y
23,2,317,0.9009377360343933,EQO,0.639,Y,N
23,3,1171,0.8910796046257019,EQO,0.9971,Y,Y
23,4,1087,0.857177197933197,EQO,0.2234,Y,N
24,3,1171,0.8910796046257019,EQO,0.9971,Y,Y
24,4,1087,0.8593412041664124,EQO,0.2153,Y,N
24,10,511,0.8910796046257019,EQO,1.0018,Y,Y
25,5,493,0.7771098613739014,EQO,0.7383,Y,N
25,6,1711,0.8927626609802246,EQO,0.9731,Y,Y
25,8,1919,0.8999759554862976,EQO,0.7469,Y,N
26,1,624,0.8970906734466553,EQO,0.5568,Y,N
26,3,1171,0.8910796046257019,EQO,0.9971,Y,Y
26,8,1919,0.9006972908973694,EQO,0.7464,Y,N
27,1,624,0.8966097831726074,EQO,0.5468,Y,N
27,4,1087,0.8600625395774841,EQO,0.2135,Y,N
27,8,1919,0.9009377360343933,EQO,0.7432,Y,N
28,8,1919,0.9006972908973694,EQO,0.7549,Y,N
28,9,2798,0.8961288928985596,EQO,0.5233,Y,N
28,10,511,0.890839159488678,EQO,1.0,Y,Y
