fair_SP,fair_EO,fair_EQO
0.7927000000000001,0.7809599999999999,0.7383500000000001
0.83925,0.8985800000000002,0.78548
0.83834,0.92882,0.84993
0.81443,0.9328399999999999,0.82433
0.8640699999999999,0.9361700000000001,0.81859
0.89794,0.9290800000000001,0.8373100000000001
0.89591,0.93896,0.82668
0.8988600000000002,0.94382,0.8651100000000002
0.9165099999999999,0.94893,0.8434200000000001
0.9286699999999998,0.96699,0.87564
0.9435600000000001,0.86707,0.86387
0.9444799999999999,0.86764,0.9005199999999999
0.9476299999999999,0.86721,0.91069
0.9556700000000001,0.86958,0.9126
0.9607300000000001,0.9695499999999999,0.9225100000000002
0.9622200000000001,0.97604,0.9356900000000001
0.97098,0.9791100000000001,0.9368000000000001
0.97324,0.9794500000000002,0.95257
0.9719000000000001,0.9789999999999999,0.95433
0.9786000000000001,0.9830300000000001,0.95633
0.9763300000000001,0.9875400000000001,0.9672599999999999
0.9724999999999999,0.8896499999999999,0.9579799999999998
0.9763999999999999,0.89057,0.94471
0.9843399999999999,0.8930299999999999,0.9498
0.98673,0.79168,0.95129
0.98278,0.88941,0.9736699999999999
0.98202,0.89193,0.96398
0.98062,0.99412,0.9713499999999999
0.9788699999999999,0.98468,0.94619
0.98065,0.88763,0.96186
0.98072,0.8899699999999999,0.9559200000000001
0.8959400000000001,0.7875099999999999,0.9221099999999998
0.9800799999999998,0.7936799999999999,0.9257199999999999
0.97561,0.6948899999999999,0.9201699999999999
0.96347,0.6948,0.9311
0.9870300000000001,0.79303,0.9364800000000001
0.8877,0.8815399999999999,0.94452
0.9803900000000001,0.78731,0.93262
0.7878499999999999,0.89222,0.9466500000000002
0.97808,0.87646,0.9525
0.9770199999999999,0.9928899999999998,0.9178500000000002
0.8682000000000001,0.8865999999999999,0.9188099999999999
0.9674799999999999,0.88841,0.89916
0.9877600000000001,0.77357,0.8852699999999999
0.86151,0.77184,0.92172
0.9473800000000001,0.8631900000000001,0.86951
0.9592600000000001,0.6834800000000001,0.9028699999999998
0.9164999999999999,0.96074,0.7960900000000001
0.7455499999999999,0.86477,0.8030800000000001
0.9205,0.8306899999999999,0.9567800000000002
