iter,dataType,Acc,fairType,fairValue,Privileged
0,val,0.48761722445487976,EO,0.9372,N
1,val,0.853330135345459,EO,0.8345,Y
1,test,0.8497235178947449,EO,0.8396,Y
2,val,0.8922817707061768,EO,0.923,Y
2,test,0.890598714351654,EO,0.9265,Y
3,val,0.8939648866653442,EO,0.9669,Y
3,test,0.8893964886665344,EO,0.9525,Y
4,val,0.8973311185836792,EO,0.9553,Y
4,test,0.8920413851737976,EO,0.9298,Y
5,val,0.8951671123504639,EO,0.9591,Y
5,test,0.8925222158432007,EO,0.9483,Y
6,val,0.8970906734466553,EO,0.9556,Y
6,test,0.8922817707061768,EO,0.9442,Y
7,val,0.8980523943901062,EO,0.9497,Y
7,test,0.8925222158432007,EO,0.9362,Y
8,val,0.8970906734466553,EO,0.8908,Y
8,test,0.8918009400367737,EO,0.898,Y
9,val,0.8994950652122498,EO,0.9442,Y
9,test,0.8915604948997498,EO,0.9226,Y
10,val,0.8975715041160583,EO,0.9494,Y
10,test,0.8934839963912964,EO,0.9421,Y
11,val,0.8961288928985596,EO,0.9653,Y
11,test,0.8925222158432007,EO,0.9669,Y
12,val,0.8934839963912964,EO,0.9728,Y
12,test,0.8915604948997498,EO,0.9773,Y
13,val,0.898773729801178,EO,0.9308,Y
13,test,0.8922817707061768,EO,0.9259,Y
14,val,0.8966097831726074,EO,0.9377,Y
14,test,0.8944457769393921,EO,0.9339,Y
15,val,0.8980523943901062,EO,0.8963,Y
15,test,0.8920413851737976,EO,0.8956,Y
16,val,0.8973311185836792,EO,0.9019,Y
16,test,0.8930031061172485,EO,0.9096,Y
17,val,0.8966097831726074,EO,0.9228,Y
17,test,0.8942053318023682,EO,0.9197,Y
18,val,0.8982928395271301,EO,0.8944,Y
18,test,0.894686222076416,EO,0.8994,Y
19,val,0.8963693380355835,EO,0.9161,Y
19,test,0.8930031061172485,EO,0.9238,Y
20,val,0.8970906734466553,EO,0.9292,Y
20,test,0.8927626609802246,EO,0.9229,Y
21,val,0.8970906734466553,EO,0.9455,Y
21,test,0.8934839963912964,EO,0.9463,Y
22,val,0.8951671123504639,EO,0.963,Y
22,test,0.8925222158432007,EO,0.9669,Y
23,val,0.8954075574874878,EO,0.9611,Y
23,test,0.8920413851737976,EO,0.969,Y
24,val,0.894686222076416,EO,0.9767,Y
24,test,0.8910796046257019,EO,0.9793,Y
25,val,0.8934839963912964,EO,0.9864,Y
25,test,0.8896369338035583,EO,0.9897,Y
26,val,0.8932435512542725,EO,0.9844,Y
26,test,0.8891560435295105,EO,0.9897,Y
27,val,0.8939648866653442,EO,0.9825,Y
27,test,0.8903582692146301,EO,0.9876,Y
28,val,0.8930031061172485,EO,0.9864,Y
28,test,0.8893964886665344,EO,0.9917,Y
29,val,0.8922817707061768,EO,0.9922,Y
29,test,0.8884347081184387,EO,0.9938,Y
30,val,0.890839159488678,EO,0.9942,Y
30,test,0.886751651763916,EO,0.9938,Y
31,val,0.890839159488678,EO,0.9942,Y
31,test,0.8865112066268921,EO,0.9938,Y
32,val,0.8932435512542725,EO,0.9899,Y
32,test,0.8891560435295105,EO,0.9954,Y
33,val,0.8915604948997498,EO,0.9922,Y
33,test,0.887472927570343,EO,0.9941,Y
34,val,0.8918009400367737,EO,0.9942,Y
34,test,0.8869920372962952,EO,0.9938,Y
35,val,0.8927626609802246,EO,0.9922,Y
35,test,0.8884347081184387,EO,0.9941,Y
36,val,0.890839159488678,EO,0.9961,Y
36,test,0.8862707614898682,EO,0.9959,Y
37,val,0.8896369338035583,EO,0.9981,Y
37,test,0.8857898712158203,EO,0.9982,Y
38,val,0.8889155983924866,EO,0,Y
38,test,0.8853089809417725,EO,0.9979,Y
39,val,0.8930031061172485,EO,0.9851,Y
39,test,0.8886751532554626,EO,0.993,Y
40,val,0.8920413851737976,EO,0.9866,Y
40,test,0.8877133727073669,EO,0.9966,Y
41,val,0.8937244415283203,EO,0.9939,Y
41,test,0.8891560435295105,EO,0.9984,N
42,val,0.8927626609802246,EO,0.9982,Y
42,test,0.886751651763916,EO,0.9976,N
43,val,0.8930031061172485,EO,0.9987,Y
43,test,0.8872324824333191,EO,0.9922,N
44,val,0.8944457769393921,EO,0.9814,Y
44,test,0.8889155983924866,EO,0.9905,Y
45,val,0.8891560435295105,EO,0,Y
45,test,0.8853089809417725,EO,0.9979,Y
46,val,0.8930031061172485,EO,0.9883,Y
46,test,0.8889155983924866,EO,0.9938,Y
47,val,0.8889155983924866,EO,0,Y
47,test,0.8853089809417725,EO,0,Y
48,val,0.8968502283096313,EO,0.9262,Y
48,test,0.8925222158432007,EO,0.9265,Y
49,val,0.8889155983924866,EO,0,Y
49,test,0.8853089809417725,EO,0.9979,Y
50,val,0.8963693380355835,EO,0.8715,Y
50,test,0.8949266672134399,EO,0.8987,Y
