acc_SP,acc_EO,acc_EQO
0.8637653231620789,0.8697763919830322,0.8673719644546509
0.8853570640087127,0.8901899516582489,0.8891079604625702
0.8906227469444274,0.8965616822242737,0.8968502044677734
0.8950949728488922,0.8961048305034638,0.8983649790287018
0.8954796850681305,0.8968982934951782,0.8978841066360473
0.8951430559158325,0.8978841066360473,0.8981005132198334
0.8959605634212494,0.8974753439426422,0.8978119730949402
0.8965135872364044,0.8967540264129639,0.8985573410987854
0.8965376317501068,0.8964654922485351,0.8978360116481781
0.8961769580841065,0.8954556345939636,0.8982688248157501
0.8959605693817139,0.8956960797309875,0.8987737476825715
0.896152925491333,0.8966578483581543,0.898990148305893
0.8956239461898804,0.8975234448909759,0.898990148305893
0.8959846079349518,0.896946382522583,0.8988939702510834
0.895263284444809,0.8972589612007141,0.898533308506012
0.895022839307785,0.8975715339183807,0.8973551452159881
0.8950709283351899,0.8973070502281189,0.897499394416809
0.8948785722255707,0.8963933706283569,0.8978841125965118
0.8944217324256897,0.8973551392555237,0.8983169078826905
0.8939168095588684,0.8977879285812378,0.8967780768871307
0.8933397471904755,0.8967059433460236,0.8971387267112731
0.892209666967392,0.89716277718544,0.8976677060127258
0.8913681089878083,0.8967780709266663,0.8972108662128448
0.8916085541248322,0.8960807859897614,0.896826159954071
0.8923779606819153,0.8953113734722138,0.8964895367622375
0.8903342187404633,0.8962490916252136,0.8952151954174041
0.892329877614975,0.8947824001312256,0.8954556465148926
0.8919211268424988,0.8952152073383332,0.8968021273612976
0.8923058331012725,0.8941572487354279,0.8980283677577973
0.8942053318023682,0.8948064506053924,0.8977879226207733
0.8928348183631897,0.8943976879119873,0.8970185101032258
0.891873049736023,0.8940370321273804,0.8969223380088807
0.8907189190387725,0.895912480354309,0.896393358707428
0.891752827167511,0.8957441747188568,0.8957922637462616
0.8902861297130584,0.8959846198558807,0.8966338098049164
0.8875931739807129,0.8959846079349518,0.8969704270362854
0.8869680166244507,0.8958643853664399,0.894590038061142
0.8867275774478912,0.8932916522026062,0.8933157026767731
0.8897571504116059,0.8957441687583924,0.8899254560470581
0.8874248623847961,0.8943736493587494,0.8940370261669159
0.8889636933803559,0.8912479043006897,0.8939889430999756
0.8888434648513794,0.8926665186882019,0.8930752575397491
0.890286123752594,0.8923298835754394,0.8922817945480347
0.8834094822406768,0.8865111827850342,0.8961769700050354
0.8896850168704986,0.8899014234542847,0.8938687145709991
0.8872084677219391,0.8937003970146179,0.8922577559947967
0.885645592212677,0.8903101682662964,0.895046877861023
0.8864630937576294,0.8947824001312256,0.8890598773956299
0.8878095746040344,0.8850925743579865,0.8914402484893799
0.8905746519565583,0.8960086643695832,0.896152925491333
