fair_SP,fair_EO,fair_EQO
0.79142,0.7038000000000001,0.75735
0.84777,0.8337,0.82624
0.85684,0.89315,0.81883
0.81677,0.9081499999999998,0.78823
0.8194199999999998,0.9272400000000001,0.77791
0.80184,0.92247,0.7901
0.80365,0.9337600000000001,0.78224
0.845,0.92965,0.79708
0.84946,0.9136000000000001,0.79593
0.8510500000000001,0.92738,0.7762399999999998
0.8607999999999999,0.9300200000000001,0.7767699999999998
0.86608,0.9358199999999999,0.7992699999999999
0.8707899999999998,0.9403200000000002,0.8029000000000002
0.8775499999999999,0.9414199999999999,0.8271900000000001
0.8807699999999998,0.9501899999999999,0.83596
0.8918900000000001,0.9498999999999999,0.84005
0.8955300000000002,0.9502499999999999,0.85398
0.9000699999999998,0.95375,0.8748099999999999
0.9087299999999999,0.9509300000000002,0.87973
0.9215199999999999,0.95259,0.8936999999999999
0.9159900000000001,0.95572,0.88414
0.91476,0.95427,0.87518
0.92347,0.95557,0.8733599999999999
0.9269700000000001,0.9590500000000001,0.8855999999999999
0.91828,0.96119,0.91138
0.9178499999999999,0.96193,0.9129799999999999
0.9229,0.95882,0.9121599999999999
0.93772,0.96416,0.88146
0.92807,0.96028,0.8840999999999999
0.9178,0.95971,0.8895799999999999
0.9257899999999999,0.9578599999999999,0.91105
0.92533,0.9617600000000002,0.90162
0.92541,0.9559000000000001,0.9052400000000003
0.9329799999999999,0.9583199999999998,0.9217299999999998
0.9347199999999999,0.95625,0.9148099999999999
0.9418300000000001,0.9515899999999998,0.91387
0.94622,0.96085,0.91992
0.9298500000000003,0.9602999999999999,0.8966000000000001
0.9200000000000002,0.9616300000000001,0.90351
0.92441,0.96814,0.92487
0.92377,0.9691399999999998,0.9236500000000001
0.9353900000000002,0.86678,0.89714
0.9293799999999999,0.87844,0.9068400000000001
0.9502700000000001,0.9806099999999999,0.9128499999999999
0.94625,0.98255,0.9347200000000001
0.9359100000000001,0.9633600000000001,0.9442600000000001
0.94353,0.9714,0.9434400000000001
0.9479900000000001,0.9706800000000001,0.9149799999999999
0.8935700000000001,0.97043,0.83443
0.9543699999999999,0.93617,0.92012
