fair_SP,fair_EO,fair_EQO
0.8107300000000001,0.8928499999999999,0.8228
0.7848499999999999,0.73751,0.8700699999999999
0.5562199999999999,0.76413,0.86893
0.8297900000000002,0.8491199999999999,0.81403
0.77793,0.95282,0.8622400000000001
0.7153000000000002,0.95533,0.9312999999999999
0.8493700000000001,0.9250899999999997,0.93211
0.8684200000000001,0.8443800000000001,0.9018
0.8660300000000001,0.85426,0.9087099999999999
0.74423,0.7565999999999999,0.8674000000000002
0.9541200000000002,0.9558599999999998,0.8949000000000001
0.84702,0.9702200000000001,0.9235300000000001
0.7517699999999999,0.9664699999999999,0.9354899999999999
0.9574,0.9741500000000001,0.94862
0.9449400000000001,0.8830300000000001,0.96061
0.9808399999999999,0.98576,0.9773
0.97488,0.9844199999999999,0.9704
0.94614,0.98704,0.9321000000000002
0.9275399999999999,0.87209,0.9449
0.94793,0.96911,0.9581199999999999
0.9574299999999999,0.9723600000000001,0.9650799999999998
0.9673900000000002,0.9750900000000001,0.94231
0.9818399999999998,0.9830599999999998,0.94873
0.9732900000000001,0.9854800000000001,0.9657399999999999
0.98356,0.87737,0.93604
0.97547,0.88934,0.93688
0.9639900000000001,0.8818699999999999,0.9207499999999997
0.9719899999999999,0.87267,0.9437999999999999
0.95253,0.77965,0.8434199999999998
0.94751,0.88337,0.9025299999999999
0.85047,0.7828000000000002,0.8968
0.94802,0.88521,0.92576
0.9475300000000001,0.8853,0.8970899999999998
0.67194,0.87044,0.8502700000000001
0.95909,0.9772400000000001,0.8728499999999999
0.85061,0.8743700000000001,0.86463
0.86252,0.88857,0.9103899999999999
0.9320400000000001,0.78254,0.8799899999999999
0.75048,0.72737,0.8907399999999999
0.81569,0.9549099999999999,0.8703200000000001
0.69848,0.87253,0.8182
0.93239,0.8678700000000001,0.7108399999999999
0.7947200000000001,0.7368100000000001,0.7969700000000001
0.69642,0.9178,0.7701399999999999
0.6431500000000001,0.8558299999999999,0.73376
0.8182600000000001,0.77681,0.81766
0.7456099999999999,0.69071,0.8121600000000001
0.6391600000000001,0.9380100000000002,0.7221799999999999
0.43266,0.68906,0.51938
0.8475300000000001,0.76501,0.8241400000000001
