acc_SP,acc_EO,acc_EQO
0.8503486394882203,0.8552055716514587,0.8603991329669952
0.88148592710495,0.8751142203807831,0.88766530752182
0.8881221354007721,0.892882913351059,0.8893483936786651
0.8896128892898559,0.8956239581108093,0.8908872365951538
0.892185628414154,0.8947583436965942,0.8948545336723328
0.8874008119106293,0.8948304831981659,0.8924741625785828
0.8883866369724274,0.8919692158699035,0.8884347200393676
0.8899735569953918,0.8864630818367004,0.892979085445404
0.8915123820304871,0.8857417702674866,0.8895648062229157
0.892329889535904,0.8962490975856781,0.891849011182785
0.8923539280891418,0.89636932015419,0.8924020230770111
0.8934118866920471,0.8964174032211304,0.8922577559947967
0.8941091537475586,0.8960326969623565,0.8938206195831299
0.8936282694339752,0.8954315900802612,0.8937244534492492
0.8932676076889038,0.8951911509037018,0.8923058450222016
0.8914642930030823,0.8949747502803802,0.8925222396850586
0.8910074591636657,0.8938687205314636,0.8922337114810943
0.8910074532032013,0.8940370261669159,0.8925943791866302
0.8910074472427368,0.894349604845047,0.892329889535904
0.8911517202854157,0.8936282753944397,0.8936042308807373
0.8915604650974274,0.894806444644928,0.8914883375167847
0.8922337055206299,0.8936523199081421,0.8935561358928681
0.8925222396850586,0.8929309904575348,0.8914162039756774
0.8910795867443084,0.8955037236213684,0.892979085445404
0.8905986964702606,0.896826159954071,0.8890117824077606
0.8903582632541657,0.8967299818992615,0.8862466871738434
0.891295975446701,0.8963212311267853,0.8810771882534028
0.8916326045989991,0.8949988007545471,0.8917047381401062
0.8902380466461182,0.894565999507904,0.8854532301425934
0.8908391475677491,0.893219530582428,0.8913440763950348
0.8924741566181182,0.8931233584880829,0.8936042308807373
0.8911276757717133,0.8923058569431305,0.8886270701885224
0.8920654118061065,0.8949266731739044,0.8943015158176422
0.8926424622535706,0.8957441687583924,0.8936523258686065
0.8912238597869873,0.8950468897819519,0.8933878302574157
0.8914642989635467,0.8890117883682251,0.8898292899131774
0.8901418626308442,0.8918249607086182,0.8843472003936768
0.8680692493915558,0.8938206315040589,0.885188752412796
0.8524645388126373,0.8925943851470948,0.888266408443451
0.876941567659378,0.8848761677742004,0.8833132922649384
0.8902861297130584,0.8929790794849396,0.8869680225849151
0.883601826429367,0.8917768716812133,0.892329889535904
0.8889396488666534,0.8925222456455231,0.8793700397014618
0.8391921132802963,0.8805722594261169,0.8819908678531647
0.8903342127799988,0.8842991054058075,0.8896369218826294
0.828805011510849,0.8841548442840577,0.8179370105266571
0.8873286962509155,0.8723972022533417,0.8629718601703644
0.8779995203018188,0.8758355379104614,0.8849483072757721
0.878528493642807,0.8398894011974335,0.8478240013122559
0.8004087477922439,0.8574657320976258,0.8165905237197876
