iter,dataType,Acc,fairType,fairValue,Privileged
0,val,0.5325799584388733,EQO,0.9577,N
1,val,0.8468381762504578,EQO,0.9371,Y
1,test,0.8639096021652222,EQO,0.9348,Y
2,val,0.8766530156135559,EQO,0.8462,Y
2,test,0.883385419845581,EQO,0.8408,Y
3,val,0.8761721849441528,EQO,0.9292,Y
3,test,0.8893964886665344,EQO,0.9181,Y
4,val,0.8785765767097473,EQO,0.9392,Y
4,test,0.8922817707061768,EQO,0.9253,Y
5,val,0.8785765767097473,EQO,0.9493,Y
5,test,0.8934839963912964,EQO,0.9325,Y
6,val,0.8771339058876038,EQO,0.9845,Y
6,test,0.890839159488678,EQO,0.988,Y
7,val,0.8771339058876038,EQO,0.9811,Y
7,test,0.8910796046257019,EQO,0.9855,Y
8,val,0.8790574669837952,EQO,0.9549,Y
8,test,0.8934839963912964,EQO,0.9468,Y
9,val,0.8829045295715332,EQO,0.84,Y
9,test,0.9004568457603455,EQO,0.8258,Y
10,val,0.8860303163528442,EQO,0.7878,Y
10,test,0.9006972908973694,EQO,0.7785,Y
11,val,0.8862707614898682,EQO,0.7713,Y
11,test,0.9009377360343933,EQO,0.7594,Y
12,val,0.8841067552566528,EQO,0.8105,Y
12,test,0.9014186263084412,EQO,0.8009,Y
13,val,0.8826640844345093,EQO,0.8564,Y
13,test,0.8992546200752258,EQO,0.8594,Y
14,val,0.8800192475318909,EQO,0.9419,Y
14,test,0.8944457769393921,EQO,0.937,Y
15,val,0.8797788023948669,EQO,0.9513,Y
15,test,0.894686222076416,EQO,0.9452,Y
16,val,0.8826640844345093,EQO,0.8459,Y
16,test,0.8997355103492737,EQO,0.851,Y
17,val,0.8826640844345093,EQO,0.9054,Y
17,test,0.8968502283096313,EQO,0.9125,Y
18,val,0.8797788023948669,EQO,0.9408,Y
18,test,0.894686222076416,EQO,0.9345,Y
19,val,0.8790574669837952,EQO,0.9549,Y
19,test,0.8942053318023682,EQO,0.9501,Y
20,val,0.8785765767097473,EQO,0.9667,Y
20,test,0.8934839963912964,EQO,0.961,Y
21,val,0.8783361315727234,EQO,0.9691,Y
21,test,0.8930031061172485,EQO,0.9659,Y
22,val,0.8790574669837952,EQO,0.9515,Y
22,test,0.8949266672134399,EQO,0.9427,Y
23,val,0.8788170218467712,EQO,0.9573,Y
23,test,0.8937244415283203,EQO,0.955,Y
24,val,0.8792979121208191,EQO,0.9421,Y
24,test,0.8954075574874878,EQO,0.9378,Y
25,val,0.883625864982605,EQO,0.8363,Y
25,test,0.9002164006233215,EQO,0.8425,Y
26,val,0.883385419845581,EQO,0.8875,Y
26,test,0.8982928395271301,EQO,0.8906,Y
27,val,0.8829045295715332,EQO,0.8469,Y
27,test,0.9006972908973694,EQO,0.8554,Y
28,val,0.8838663101196289,EQO,0.8827,Y
28,test,0.8973311185836792,EQO,0.9004,Y
29,val,0.883385419845581,EQO,0.8386,Y
29,test,0.8997355103492737,EQO,0.8474,Y
30,val,0.883385419845581,EQO,0.8665,Y
30,test,0.8994950652122498,EQO,0.8712,Y
31,val,0.8805001378059387,EQO,0.9266,Y
31,test,0.8958884477615356,EQO,0.9329,Y
32,val,0.8797788023948669,EQO,0.9478,Y
32,test,0.8949266672134399,EQO,0.9427,Y
33,val,0.8780956864356995,EQO,0.968,Y
33,test,0.8932435512542725,EQO,0.9635,Y
34,val,0.8780956864356995,EQO,0.9715,Y
34,test,0.8918009400367737,EQO,0.9782,Y
35,val,0.8800192475318909,EQO,0.9419,Y
35,test,0.8958884477615356,EQO,0.9329,Y
36,val,0.8780956864356995,EQO,0.9715,Y
36,test,0.8922817707061768,EQO,0.9733,Y
37,val,0.8783361315727234,EQO,0.9726,Y
37,test,0.8922817707061768,EQO,0.9733,Y
38,val,0.8783361315727234,EQO,0.9621,Y
38,test,0.8937244415283203,EQO,0.9586,Y
39,val,0.8778552412986755,EQO,0.9704,Y
39,test,0.8927626609802246,EQO,0.9684,Y
40,val,0.8778552412986755,EQO,0.9809,Y
40,test,0.8913200497627258,EQO,0.9902,Y
41,val,0.8812214732170105,EQO,0.9229,Y
41,test,0.8963693380355835,EQO,0.9245,Y
42,val,0.883385419845581,EQO,0.877,Y
42,test,0.898533284664154,EQO,0.8917,Y
43,val,0.883385419845581,EQO,0.8386,Y
43,test,0.8999759554862976,EQO,0.8485,Y
44,val,0.883385419845581,EQO,0.8247,Y
44,test,0.9004568457603455,EQO,0.808,Y
45,val,0.8788170218467712,EQO,0.9538,Y
45,test,0.8942053318023682,EQO,0.9537,Y
46,val,0.8780956864356995,EQO,0.961,Y
46,test,0.8930031061172485,EQO,0.9659,Y
47,val,0.8783361315727234,EQO,0.9551,Y
47,test,0.8932435512542725,EQO,0.9635,Y
48,val,0.8776147961616516,EQO,0.9833,Y
48,test,0.8920413851737976,EQO,0.9828,Y
49,val,0.8788170218467712,EQO,0.9469,Y
49,test,0.8939648866653442,EQO,0.9561,Y
50,val,0.8797788023948669,EQO,0.9478,Y
50,test,0.8939648866653442,EQO,0.949,Y
