iter,client,numData,Acc,fairType,fairValue,Privileged,higher
1,1,971,0.8913200497627258,SP,0.9957,Y,Y
1,5,1590,0.8910796046257019,SP,0.9985,Y,Y
1,6,1202,0.8958884477615356,SP,0.894,Y,Y
2,5,1590,0.8920413851737976,SP,0.9892,Y,Y
2,8,1893,0.9045443534851074,SP,0.7702,Y,Y
2,10,323,0.6713151931762695,SP,0.424,Y,N
3,3,1276,0.8910796046257019,SP,0.999,Y,Y
3,9,1962,0.8932435512542725,SP,1.0015,Y,Y
3,10,323,0.6931954622268677,SP,0.4525,Y,N
4,1,971,0.8918009400367737,SP,0.9845,Y,Y
4,4,922,0.7809569835662842,SP,0.3685,Y,N
4,7,884,0.8961288928985596,SP,0.5924,Y,N
5,5,1202,0.8961288928985596,SP,0.9048,Y,Y
5,7,1962,0.8934839963912964,SP,1.0016,Y,Y
5,11,884,0.8968502283096313,SP,0.6015,Y,N
6,3,1276,0.8901178240776062,SP,1.0037,Y,Y
6,7,1962,0.8934839963912964,SP,0.9996,Y,Y
6,8,323,0.7008896470069885,SP,0.5139,Y,N
7,3,1276,0.8910796046257019,SP,1.0026,Y,Y
7,8,232,0.7326280474662781,SP,0.6527,Y,N
7,9,690,0.8223130702972412,SP,0.2991,Y,N
8,4,1590,0.8927626609802246,SP,0.9846,Y,Y
8,6,1893,0.9062274694442749,SP,0.7932,Y,N
8,10,116,0.7799952030181885,SP,0.6347,Y,N
8,12,690,0.8211108446121216,SP,0.2983,Y,N
9,3,1276,0.8920413851737976,SP,1.0043,Y,Y
9,9,116,0.8050011992454529,SP,0.5697,Y,N
9,11,1577,0.890839159488678,SP,1.0,Y,Y
9,13,690,0.8203895092010498,SP,0.2971,Y,N
10,2,1457,0.9043039083480835,SP,0.7563,Y,N
10,4,1590,0.8932435512542725,SP,0.9816,Y,Y
10,6,1962,0.8932435512542725,SP,1.0011,Y,Y
10,7,884,0.8973311185836792,SP,0.6032,Y,N
11,2,1276,0.8922817707061768,SP,1.0069,Y,Y
11,4,1202,0.8980523943901062,SP,0.8863,Y,N
11,11,690,0.8213512897491455,SP,0.3004,Y,N
11,14,884,0.8975715041160583,SP,0.6105,Y,N
12,3,1590,0.8927626609802246,SP,0.9846,Y,Y
12,6,316,0.7117095589637756,SP,0.6512,Y,N
12,11,1269,0.8910796046257019,SP,1.0014,Y,Y
12,14,884,0.8982928395271301,SP,0.5851,Y,N
13,3,1590,0.8932435512542725,SP,0.9816,Y,Y
13,8,116,0.8069247603416443,SP,0.5707,Y,N
13,9,188,0.7828804850578308,SP,0.6416,Y,N
13,11,1202,0.8982928395271301,SP,0.8571,Y,N
14,1,971,0.894686222076416,SP,0.9695,Y,Y
14,2,1276,0.8922817707061768,SP,1.0075,Y,Y
14,6,1577,0.890839159488678,SP,1.0,Y,Y
14,8,1269,0.8910796046257019,SP,1.0014,Y,Y
15,4,1962,0.8930031061172485,SP,0.9866,Y,Y
15,11,160,0.7850444912910461,SP,0.6459,Y,N
15,14,188,0.7843231558799744,SP,0.6415,Y,N
15,15,1202,0.8982928395271301,SP,0.8756,Y,N
16,4,1962,0.8944457769393921,SP,0.9985,Y,Y
16,6,1577,0.890839159488678,SP,1.0,Y,Y
16,7,116,0.7862467169761658,SP,0.6129,Y,N
16,9,690,0.8215917348861694,SP,0.3047,Y,N
17,3,1590,0.8932435512542725,SP,0.9816,Y,Y
17,8,156,0.7533060908317566,SP,0.6263,Y,N
17,9,884,0.898773729801178,SP,0.6203,Y,N
17,12,188,0.778312087059021,SP,0.6871,Y,N
18,5,323,0.7001683115959167,SP,0.537,Y,N
18,6,1577,0.890839159488678,SP,1.0,Y,Y
18,10,1202,0.8975715041160583,SP,0.8372,Y,N
18,13,156,0.75931715965271,SP,0.5964,Y,N
19,2,1276,0.8932435512542725,SP,1.0092,Y,Y
19,13,323,0.7020918726921082,SP,0.5372,Y,N
19,14,1202,0.898533284664154,SP,0.8556,Y,N
19,15,156,0.7573935985565186,SP,0.6076,Y,N
20,1,971,0.894686222076416,SP,0.9799,Y,N
20,5,1577,0.890839159488678,SP,1.0,Y,Y
20,6,1269,0.8915604948997498,SP,1.002,Y,Y
20,7,116,0.8037989735603333,SP,0.6093,Y,N
21,4,1577,0.890839159488678,SP,1.0,Y,Y
21,5,1269,0.8915604948997498,SP,1.002,Y,Y
21,6,160,0.7802356481552124,SP,0.696,Y,N
21,15,116,0.8040394186973572,SP,0.6198,Y,N
22,1,1276,0.8932435512542725,SP,0.9909,N,N
22,2,1590,0.8930031061172485,SP,1.0236,N,Y
22,4,1577,0.890839159488678,SP,1.0,N,Y
22,6,116,0.7792738676071167,SP,1.5498,N,Y
23,3,1577,0.890839159488678,SP,1.0,Y,Y
23,5,116,0.7771098613739014,SP,0.6479,Y,N
23,7,884,0.8982928395271301,SP,0.5781,Y,N
23,15,1276,0.8932435512542725,SP,1.0092,Y,Y
24,2,1962,0.8925222158432007,SP,0.9834,Y,N
24,3,1577,0.890839159488678,SP,1.0,Y,Y
24,6,188,0.7749459147453308,SP,0.7188,Y,N
24,8,1202,0.898533284664154,SP,0.8464,Y,N
25,2,1577,0.890839159488678,SP,1.0,N,Y
25,7,971,0.8942053318023682,SP,1.0202,N,Y
25,14,1830,0.8920413851737976,SP,0.9872,N,N
25,15,188,0.7759076952934265,SP,1.3776,N,Y
25,16,1202,0.8982928395271301,SP,1.1923,N,Y
26,3,1269,0.8910796046257019,SP,0.9974,N,N
26,5,323,0.6946381330490112,SP,1.755,N,Y
26,8,160,0.7768694162368774,SP,1.3721,N,Y
26,13,132,0.7857658267021179,SP,1.4338,N,Y
26,14,188,0.7720605731010437,SP,1.367,N,Y
27,2,1577,0.890839159488678,SP,1.0,Y,Y
27,4,323,0.6864631175994873,SP,0.5851,Y,N
27,7,160,0.7643664479255676,SP,0.7448,Y,N
27,10,116,0.7564318180084229,SP,0.6746,Y,N
27,16,1269,0.8910796046257019,SP,1.0026,Y,Y
28,1,1590,0.8942053318023682,SP,0.9631,Y,N
28,8,884,0.898773729801178,SP,0.5953,Y,N
28,9,132,0.7730223536491394,SP,0.703,Y,N
28,10,188,0.7588362693786621,SP,0.7582,Y,N
28,14,323,0.6874248385429382,SP,0.5985,Y,N
29,2,690,0.8179851174354553,SP,0.3055,Y,N
29,6,1276,0.8932435512542725,SP,1.0092,Y,Y
29,7,1202,0.8978119492530823,SP,0.8387,Y,N
29,10,160,0.7660495042800903,SP,0.7356,Y,N
29,12,1590,0.8942053318023682,SP,0.9662,Y,Y
30,3,971,0.8956480026245117,SP,0.9741,Y,Y
30,8,116,0.7655686736106873,SP,0.6498,Y,N
30,11,132,0.7857658267021179,SP,0.6847,Y,N
30,13,323,0.6891079545021057,SP,0.5607,Y,N
30,14,690,0.8189468383789062,SP,0.3034,Y,N
31,3,971,0.894686222076416,SP,0.9812,Y,Y
31,5,1276,0.8927626609802246,SP,1.0086,Y,Y
31,11,1202,0.8973311185836792,SP,0.8387,Y,N
31,12,160,0.7662899494171143,SP,0.7115,Y,N
31,16,690,0.8191872835159302,SP,0.3029,Y,N
32,2,156,0.7429670691490173,SP,0.6315,Y,N
32,4,116,0.782159149646759,SP,0.642,Y,N
32,7,1269,0.8910796046257019,SP,1.0014,Y,Y
32,10,188,0.7612406611442566,SP,0.7365,Y,N
32,16,690,0.8189468383789062,SP,0.3049,Y,N
33,2,971,0.894686222076416,SP,0.9717,Y,N
33,5,1269,0.8910796046257019,SP,1.0014,Y,Y
33,6,1590,0.8937244415283203,SP,0.9724,Y,N
33,9,132,0.7763885259628296,SP,0.691,Y,N
33,12,160,0.7662899494171143,SP,0.73,Y,N
34,5,884,0.898773729801178,SP,0.5946,Y,N
34,6,116,0.7605193853378296,SP,0.6621,Y,N
34,11,188,0.7610002160072327,SP,0.7338,Y,N
34,12,690,0.8247174620628357,SP,0.2982,Y,N
34,15,132,0.7698966264724731,SP,0.6824,Y,N
35,5,323,0.6847800016403198,SP,0.552,Y,N
35,6,1202,0.898773729801178,SP,0.8295,Y,N
35,8,116,0.7804760932922363,SP,0.6329,Y,N
35,9,971,0.8949266672134399,SP,0.9734,Y,Y
35,15,690,0.819668173789978,SP,0.2932,Y,N
36,4,1269,0.8910796046257019,SP,1.0009,Y,Y
36,8,160,0.7614811062812805,SP,0.6891,Y,N
36,10,116,0.7619619965553284,SP,0.6369,Y,N
36,12,132,0.7749459147453308,SP,0.6766,Y,N
36,15,116,0.7771098613739014,SP,0.6199,Y,N
37,2,1276,0.8932435512542725,SP,1.0075,Y,Y
37,5,156,0.7371964454650879,SP,0.6454,Y,N
37,6,971,0.8949266672134399,SP,0.9696,Y,N
37,12,690,0.8179851174354553,SP,0.2939,Y,N
37,14,116,0.7576340436935425,SP,0.6516,Y,N
38,3,1830,0.8925222158432007,SP,1.0107,Y,Y
