iter,dataType,Acc,fairType,fairValue,Privileged
0,val,0.405866801738739,SP,0.9036,N
1,val,0.8855494260787964,SP,0.9995,N
1,test,0.8848280906677246,SP,0.9968,Y
2,val,0.8889155983924866,SP,0.8456,Y
2,test,0.8898773789405823,SP,0.8286,Y
3,val,0.8898773789405823,SP,0.859,Y
3,test,0.8930031061172485,SP,0.8392,Y
4,val,0.8893964886665344,SP,0.9637,Y
4,test,0.8896369338035583,SP,0.9617,Y
5,val,0.8869920372962952,SP,0.9939,Y
5,test,0.8877133727073669,SP,0.9879,Y
6,val,0.8903582692146301,SP,0.9546,Y
6,test,0.8898773789405823,SP,0.9554,Y
7,val,0.8879538178443909,SP,0.9758,Y
7,test,0.887472927570343,SP,0.9778,Y
8,val,0.8869920372962952,SP,0.9939,Y
8,test,0.8872324824333191,SP,0.9939,Y
9,val,0.887472927570343,SP,0.9849,Y
9,test,0.8877133727073669,SP,0.9848,Y
10,val,0.8918009400367737,SP,0.9518,Y
10,test,0.8918009400367737,SP,0.9497,Y
11,val,0.8934839963912964,SP,0.9223,Y
11,test,0.8956480026245117,SP,0.9227,Y
12,val,0.8918009400367737,SP,0.9358,Y
12,test,0.8934839963912964,SP,0.9321,Y
13,val,0.8915604948997498,SP,0.8812,Y
13,test,0.8934839963912964,SP,0.8681,Y
14,val,0.8927626609802246,SP,0.9388,Y
14,test,0.8937244415283203,SP,0.9311,Y
15,val,0.8915604948997498,SP,0.9428,Y
15,test,0.8942053318023682,SP,0.9336,Y
16,val,0.890839159488678,SP,0.9578,Y
16,test,0.8920413851737976,SP,0.9577,Y
17,val,0.8898773789405823,SP,0.97,Y
17,test,0.8886751532554626,SP,0.9712,Y
18,val,0.8884347081184387,SP,0.9889,Y
18,test,0.8881942629814148,SP,0.9883,Y
19,val,0.8872324824333191,SP,0.9924,Y
19,test,0.887472927570343,SP,0.9918,Y
20,val,0.8865112066268921,SP,0.997,Y
20,test,0.886751651763916,SP,0.997,Y
21,val,0.8865112066268921,SP,0.997,Y
21,test,0.8872324824333191,SP,0.9933,Y
22,val,0.8881942629814148,SP,0.9857,Y
22,test,0.8884347081184387,SP,0.9863,Y
23,val,0.8893964886665344,SP,0.9835,Y
23,test,0.8884347081184387,SP,0.9759,Y
24,val,0.8922817707061768,SP,0.9456,Y
24,test,0.8918009400367737,SP,0.9447,Y
25,val,0.8910796046257019,SP,0.9546,Y
25,test,0.890839159488678,SP,0.9588,Y
26,val,0.8915604948997498,SP,0.9306,Y
26,test,0.8939648866653442,SP,0.9245,Y
27,val,0.8901178240776062,SP,0.9799,Y
27,test,0.8896369338035583,SP,0.982,Y
28,val,0.8879538178443909,SP,0.9973,Y
28,test,0.8877133727073669,SP,0.9955,Y
29,val,0.8865112066268921,SP,0.997,Y
29,test,0.8865112066268921,SP,0.9991,Y
30,val,0.8877133727073669,SP,0.9922,Y
30,test,0.886751651763916,SP,0.9937,Y
31,val,0.8884347081184387,SP,0.9961,Y
31,test,0.8872324824333191,SP,0.9925,Y
32,val,0.8893964886665344,SP,0.9858,Y
32,test,0.8886751532554626,SP,0.984,Y
33,val,0.890598714351654,SP,0.9782,Y
33,test,0.8893964886665344,SP,0.9751,Y
34,val,0.8920413851737976,SP,0.9482,Y
34,test,0.8930031061172485,SP,0.9514,Y
35,val,0.8891560435295105,SP,0.9863,Y
35,test,0.8896369338035583,SP,0.9793,Y
36,val,0.8865112066268921,SP,0.997,Y
36,test,0.8869920372962952,SP,0.9973,Y
37,val,0.886751651763916,SP,0.9985,Y
37,test,0.8865112066268921,SP,0.9997,N
38,val,0.8865112066268921,SP,0.997,Y
38,test,0.886751651763916,SP,0.9988,Y
39,val,0.8865112066268921,SP,0.997,Y
39,test,0.8862707614898682,SP,0,Y
40,val,0.8865112066268921,SP,0.997,Y
40,test,0.886751651763916,SP,0.9988,Y
41,val,0.8865112066268921,SP,0,Y
41,test,0.8862707614898682,SP,0,Y
42,val,0.8910796046257019,SP,0.9638,Y
42,test,0.8910796046257019,SP,0.9624,Y
43,val,0.8884347081184387,SP,0.9937,Y
43,test,0.8872324824333191,SP,0.9943,Y
44,val,0.8886751532554626,SP,0.9879,Y
44,test,0.8893964886665344,SP,0.983,Y
45,val,0.8865112066268921,SP,0.997,Y
45,test,0.8862707614898682,SP,0,Y
46,val,0.8865112066268921,SP,0.997,Y
46,test,0.8862707614898682,SP,0,Y
47,val,0.8865112066268921,SP,0,Y
47,test,0.8862707614898682,SP,0,Y
48,val,0.8886751532554626,SP,0.9069,Y
48,test,0.8944457769393921,SP,0.8886,Y
49,val,0.8862707614898682,SP,0.9955,Y
49,test,0.8862707614898682,SP,0,Y
50,val,0.8865112066268921,SP,0,Y
50,test,0.8862707614898682,SP,0,Y
