acc_SP,acc_EO,acc_EQO
0.835801882,0.769944692,0.72389999
0.878504455,0.85400337,0.844746333
0.882904536,0.879514307,0.871603751
0.888146186,0.88405866,0.880355859
0.893580186,0.887232506,0.886222643
0.894926667,0.888915598,0.886631393
0.893700415,0.890286124,0.890815103
0.895672041,0.892305845,0.889107966
0.895359468,0.892353922,0.891945177
0.895768219,0.892089444,0.892185622
0.89485454,0.892161572,0.891584516
0.895167112,0.893315697,0.891560483
0.895046878,0.893267614,0.89160856
0.894614083,0.893604231,0.890839142
0.894469815,0.892955035,0.890887231
0.894253433,0.893772542,0.890430385
0.89432556,0.892762685,0.89028613
0.893964881,0.89158451,0.890213984
0.893435925,0.891392165,0.890189946
0.893027169,0.890117812,0.889949501
0.893916804,0.89115172,0.890526569
0.894061065,0.892017311,0.890430391
0.893988937,0.892209661,0.889901406
0.893339741,0.891055548,0.890382308
0.894061071,0.891223854,0.890742964
0.894229382,0.889324361,0.890430397
0.893435913,0.891223854,0.889348394
0.895046884,0.892257756,0.890262079
0.895359468,0.890238035,0.889757156
0.895287329,0.890238041,0.889925468
0.894878584,0.887593168,0.890117812
0.894061065,0.888891554,0.890694875
0.894397688,0.888098097,0.890550625
0.891199809,0.890646797,0.889685023
0.893387836,0.889588851,0.889420533
0.894998795,0.89180091,0.889132005
0.893796587,0.891392159,0.889660978
0.895383501,0.891728789,0.890165907
0.895599908,0.891440254,0.890935314
0.894373643,0.889300305,0.888987726
0.890141857,0.889973551,0.890310168
0.894493866,0.890598702,0.889853328
0.888218331,0.889011788,0.888651115
0.889660984,0.888290459,0.885044479
0.876100034,0.890791053,0.889685023
0.889252234,0.887160385,0.888987732
0.87463333,0.889083916,0.889468622
0.886198604,0.863500845,0.874513108
0.888795382,0.887593168,0.825943741
0.881317627,0.842918962,0.836210623
