iter,dataType,Acc,fairType,fairValue,Privileged
0,val,0.43568164110183716,EQO,0.6226,N
1,val,0.6131281852722168,EQO,0.6285,N
1,test,0.6090406179428101,EQO,0.6603,N
2,val,0.8266410231590271,EQO,0.8009,N
2,test,0.8295263051986694,EQO,0.8191,N
3,val,0.8641500473022461,EQO,0.909,N
3,test,0.8670353293418884,EQO,0.8971,N
4,val,0.8889155983924866,EQO,0.9592,Y
4,test,0.8913200497627258,EQO,0.9722,Y
5,val,0.887472927570343,EQO,0.9881,Y
5,test,0.8932435512542725,EQO,0.9855,Y
6,val,0.8893964886665344,EQO,0.9353,Y
6,test,0.8954075574874878,EQO,0.9301,Y
7,val,0.8898773789405823,EQO,0.9282,Y
7,test,0.8954075574874878,EQO,0.9172,Y
8,val,0.8881942629814148,EQO,0.9873,Y
8,test,0.8920413851737976,EQO,0.9815,Y
9,val,0.8877133727073669,EQO,1.0,Y
9,test,0.8913200497627258,EQO,0.9942,Y
10,val,0.8881942629814148,EQO,0.9947,Y
10,test,0.8915604948997498,EQO,0.9873,Y
11,val,0.8884347081184387,EQO,0.9883,Y
11,test,0.8918009400367737,EQO,0.9844,Y
12,val,0.8881942629814148,EQO,0.991,Y
12,test,0.8918009400367737,EQO,0.9844,Y
13,val,0.8877133727073669,EQO,1.0,Y
13,test,0.8913200497627258,EQO,0.9942,Y
14,val,0.8884347081184387,EQO,0.992,Y
14,test,0.8918009400367737,EQO,0.9844,Y
15,val,0.8891560435295105,EQO,0.9766,Y
15,test,0.8930031061172485,EQO,0.9699,Y
16,val,0.8893964886665344,EQO,0.9666,Y
16,test,0.8939648866653442,EQO,0.9628,Y
17,val,0.8898773789405823,EQO,0.9649,Y
17,test,0.8934839963912964,EQO,0.9641,Y
18,val,0.8886751532554626,EQO,0.9893,Y
18,test,0.8918009400367737,EQO,0.9844,Y
19,val,0.8903582692146301,EQO,0.9646,Y
19,test,0.8944457769393921,EQO,0.9616,Y
20,val,0.8893964886665344,EQO,0.9739,Y
20,test,0.8937244415283203,EQO,0.9703,Y
21,val,0.8881942629814148,EQO,0.9947,Y
21,test,0.8920413851737976,EQO,0.9862,Y
22,val,0.8877133727073669,EQO,1.0,Y
22,test,0.8913200497627258,EQO,0.9942,Y
23,val,0.8877133727073669,EQO,1.0,Y
23,test,0.890839159488678,EQO,1.0,Y
24,val,0.8877133727073669,EQO,1.0,Y
24,test,0.8910796046257019,EQO,0.9971,Y
25,val,0.8877133727073669,EQO,1.0,Y
25,test,0.8915604948997498,EQO,0.9913,Y
26,val,0.8886751532554626,EQO,0.9893,Y
26,test,0.8925222158432007,EQO,0.9843,Y
27,val,0.890839159488678,EQO,0.985,Y
27,test,0.8963693380355835,EQO,0.973,Y
28,val,0.8896369338035583,EQO,0.9992,N
28,test,0.8949266672134399,EQO,0.9976,N
29,val,0.890839159488678,EQO,0.9872,Y
29,test,0.9002164006233215,EQO,0.9674,Y
30,val,0.8903582692146301,EQO,0.9943,Y
30,test,0.8951671123504639,EQO,0.9922,Y
31,val,0.8881942629814148,EQO,0.9964,N
31,test,0.8918009400367737,EQO,0.9977,Y
32,val,0.8877133727073669,EQO,1.0,Y
32,test,0.8913200497627258,EQO,0.9989,Y
33,val,0.8884347081184387,EQO,0.9946,N
33,test,0.8920413851737976,EQO,0.9995,Y
34,val,0.8913200497627258,EQO,0.9878,Y
34,test,0.8963693380355835,EQO,0.9838,Y
35,val,0.8877133727073669,EQO,1.0,Y
35,test,0.8913200497627258,EQO,0.9989,Y
36,val,0.8877133727073669,EQO,1.0,Y
36,test,0.890839159488678,EQO,1.0,Y
37,val,0.8877133727073669,EQO,1.0,Y
37,test,0.890839159488678,EQO,1.0,Y
38,val,0.8877133727073669,EQO,1.0,Y
38,test,0.890839159488678,EQO,1.0,Y
39,val,0.8877133727073669,EQO,1.0,Y
39,test,0.890839159488678,EQO,1.0,Y
40,val,0.8877133727073669,EQO,1.0,Y
40,test,0.890839159488678,EQO,1.0,Y
41,val,0.8877133727073669,EQO,1.0,Y
41,test,0.890839159488678,EQO,1.0,Y
42,val,0.8877133727073669,EQO,1.0,Y
42,test,0.890839159488678,EQO,1.0,Y
43,val,0.8877133727073669,EQO,1.0,Y
43,test,0.8910796046257019,EQO,0.9982,N
44,val,0.8877133727073669,EQO,1.0,Y
44,test,0.890839159488678,EQO,1.0,Y
45,val,0.8877133727073669,EQO,1.0,Y
45,test,0.890839159488678,EQO,1.0,Y
46,val,0.8877133727073669,EQO,1.0,Y
46,test,0.890839159488678,EQO,1.0,Y
47,val,0.8877133727073669,EQO,1.0,Y
47,test,0.890839159488678,EQO,1.0,Y
48,val,0.8877133727073669,EQO,1.0,Y
48,test,0.890839159488678,EQO,1.0,Y
49,val,0.8877133727073669,EQO,1.0,Y
49,test,0.890839159488678,EQO,1.0,Y
50,val,0.8877133727073669,EQO,1.0,Y
50,test,0.890839159488678,EQO,1.0,Y
