fair_SP,fair_EO,fair_EQO
0.73759,0.7009500000000001,0.7456999999999999
0.82537,0.7734099999999999,0.78668
0.85836,0.8902899999999999,0.77758
0.86581,0.9318299999999999,0.8136699999999999
0.89595,0.9199300000000001,0.8253599999999999
0.93007,0.92737,0.8251700000000002
0.83177,0.9475100000000001,0.85577
0.8303200000000001,0.96265,0.88055
0.82948,0.97403,0.8885100000000001
0.82697,0.9762700000000001,0.9304499999999999
0.9309800000000001,0.8821899999999999,0.9416699999999999
0.9318399999999999,0.8822600000000002,0.9311
0.8346,0.8823000000000001,0.9312699999999999
0.83776,0.8859599999999999,0.9343
0.84557,0.98674,0.9305899999999999
0.8555299999999999,0.9865700000000001,0.93137
0.8618500000000001,0.8865300000000002,0.94658
0.8637599999999999,0.98925,0.9500399999999999
0.86765,0.9881800000000002,0.9468699999999999
0.8679799999999999,0.9893600000000001,0.9540099999999999
0.8741299999999999,0.9884299999999999,0.9576899999999998
0.87264,0.9889300000000001,0.95645
0.7763600000000002,0.99185,0.96272
0.779,0.9926799999999998,0.9633799999999999
0.8790299999999999,0.99319,0.9688800000000001
0.67644,0.88946,0.969
0.8790100000000001,0.99368,0.96638
0.8746599999999999,0.8944699999999999,0.9797799999999999
0.6783300000000001,0.8932200000000001,0.9773100000000001
0.77404,0.9934799999999999,0.98003
0.76986,0.8954000000000001,0.9827600000000001
0.8758699999999999,0.9929600000000001,0.9813699999999999
0.77282,0.99351,0.97294
0.86797,0.8894,0.9785800000000002
0.8683400000000001,0.99421,0.9829000000000001
0.7784000000000001,0.89194,0.98284
0.9778500000000001,0.8950400000000001,0.9731100000000001
0.8810099999999998,0.7951,0.98483
0.87644,0.7936099999999999,0.9864300000000001
0.97912,0.9909800000000001,0.98368
0.8789300000000001,0.68509,0.9725100000000001
0.78595,0.88745,0.97613
0.8877599999999999,0.69401,0.9740800000000001
0.8905199999999999,0.98285,0.9863900000000001
0.8619,0.8934400000000002,0.98396
0.87741,0.8866200000000001,0.9889699999999999
0.85071,0.79265,0.9883300000000002
0.9589299999999998,0.76651,0.96303
0.9792,0.88648,0.96928
0.68986,0.9884000000000001,0.9273700000000001
