iter,dataType,Acc,fairType,fairValue,Privileged
0,val,0.48737677931785583,SP,0.4878,N
1,val,0.8569367527961731,SP,0.9805,Y
1,test,0.8603029847145081,SP,0.9208,Y
2,val,0.8999759554862976,SP,0.9535,Y
2,test,0.8920413851737976,SP,0.9501,Y
3,val,0.9002164006233215,SP,0.9089,Y
3,test,0.8961288928985596,SP,0.9029,Y
4,val,0.8958884477615356,SP,0.9945,N
4,test,0.8903582692146301,SP,0.9981,N
5,val,0.8999759554862976,SP,0.9816,Y
5,test,0.890598714351654,SP,0.977,Y
6,val,0.901899516582489,SP,0.8832,Y
6,test,0.8980523943901062,SP,0.8868,Y
7,val,0.9009377360343933,SP,0.9188,Y
7,test,0.8958884477615356,SP,0.926,Y
8,val,0.9014186263084412,SP,0.8335,Y
8,test,0.8982928395271301,SP,0.814,Y
9,val,0.9014186263084412,SP,0.9417,Y
9,test,0.8937244415283203,SP,0.9432,Y
10,val,0.9028612375259399,SP,0.8759,Y
10,test,0.8978119492530823,SP,0.8808,Y
11,val,0.901899516582489,SP,0.8447,Y
11,test,0.8968502283096313,SP,0.846,Y
12,val,0.901899516582489,SP,0.8386,Y
12,test,0.8966097831726074,SP,0.8258,Y
13,val,0.9023804068565369,SP,0.8235,Y
13,test,0.898773729801178,SP,0.7944,Y
14,val,0.9026208519935608,SP,0.8069,Y
14,test,0.8982928395271301,SP,0.7726,Y
15,val,0.9011781811714172,SP,0.7767,Y
15,test,0.898773729801178,SP,0.7512,Y
16,val,0.9009377360343933,SP,0.8405,Y
16,test,0.8954075574874878,SP,0.832,Y
17,val,0.9011781811714172,SP,0.9029,Y
17,test,0.8954075574874878,SP,0.9062,Y
18,val,0.8999759554862976,SP,0.9646,Y
18,test,0.8930031061172485,SP,0.9663,Y
19,val,0.898533284664154,SP,0.9945,Y
19,test,0.8918009400367737,SP,0.991,Y
20,val,0.8990141749382019,SP,0.974,Y
20,test,0.8922817707061768,SP,0.9725,Y
21,val,0.9011781811714172,SP,0.9635,Y
21,test,0.8920413851737976,SP,0.9679,Y
22,val,0.8966097831726074,SP,0.9894,N
22,test,0.8930031061172485,SP,0.9854,N
23,val,0.8982928395271301,SP,0.9849,Y
23,test,0.8927626609802246,SP,0.9868,Y
24,val,0.9002164006233215,SP,0.9645,Y
24,test,0.8922817707061768,SP,0.9704,Y
25,val,0.8961288928985596,SP,0.9895,N
25,test,0.890598714351654,SP,0.9835,N
26,val,0.8982928395271301,SP,0.992,Y
26,test,0.8930031061172485,SP,0.9969,Y
27,val,0.8961288928985596,SP,0.9882,N
27,test,0.8922817707061768,SP,0.983,N
28,val,0.8994950652122498,SP,0.9695,Y
28,test,0.8944457769393921,SP,0.9728,Y
29,val,0.8992546200752258,SP,0.9344,Y
29,test,0.8973311185836792,SP,0.9426,Y
30,val,0.9006972908973694,SP,0.9261,Y
30,test,0.898533284664154,SP,0.9199,Y
31,val,0.8999759554862976,SP,0.9097,Y
31,test,0.8970906734466553,SP,0.9067,Y
32,val,0.8999759554862976,SP,0.989,Y
32,test,0.8925222158432007,SP,0.9926,Y
33,val,0.8961288928985596,SP,0.9875,N
33,test,0.8925222158432007,SP,0.9865,N
34,val,0.898773729801178,SP,0.9995,N
34,test,0.8910796046257019,SP,0.9984,N
35,val,0.9006972908973694,SP,0.9351,Y
35,test,0.8949266672134399,SP,0.9422,Y
36,val,0.8982928395271301,SP,0.9042,Y
36,test,0.8990141749382019,SP,0.9027,Y
37,val,0.8966097831726074,SP,0.9897,N
37,test,0.8920413851737976,SP,0.986,N
38,val,0.9021399617195129,SP,0.9453,Y
38,test,0.8937244415283203,SP,0.9538,Y
39,val,0.9021399617195129,SP,0.9252,Y
39,test,0.8956480026245117,SP,0.924,Y
40,val,0.8930031061172485,SP,0.9735,N
40,test,0.890598714351654,SP,0.9687,N
41,val,0.9016590714454651,SP,0.9627,Y
41,test,0.8937244415283203,SP,0.9586,Y
42,val,0.9011781811714172,SP,0.9268,Y
42,test,0.8961288928985596,SP,0.9204,Y
43,val,0.9023804068565369,SP,0.9212,Y
43,test,0.8958884477615356,SP,0.9117,Y
44,val,0.9004568457603455,SP,0.9064,Y
44,test,0.8970906734466553,SP,0.8956,Y
45,val,0.9009377360343933,SP,0.864,Y
45,test,0.8968502283096313,SP,0.8565,Y
46,val,0.9028612375259399,SP,0.8385,Y
46,test,0.8963693380355835,SP,0.8297,Y
47,val,0.9035825729370117,SP,0.8232,Y
47,test,0.8951671123504639,SP,0.8058,Y
48,val,0.9028612375259399,SP,0.7952,Y
48,test,0.894686222076416,SP,0.7866,Y
49,val,0.8655927181243896,SP,0.9008,N
49,test,0.8699206709861755,SP,0.909,N
50,val,0.8939648866653442,SP,0.694,Y
50,test,0.894686222076416,SP,0.6564,Y
