iter,dataType,Acc,fairType,fairValue,Privileged
0,val,0.409954309463501,SP,0.6889,N
1,val,0.8838663101196289,SP,0.9275,Y
1,test,0.8773743510246277,SP,0.9326,Y
2,val,0.8942053318023682,SP,0.7858,Y
2,test,0.8896369338035583,SP,0.7806,Y
3,val,0.8963693380355835,SP,0.761,Y
3,test,0.8934839963912964,SP,0.7392,Y
4,val,0.8949266672134399,SP,0.7145,Y
4,test,0.8944457769393921,SP,0.6931,Y
5,val,0.8954075574874878,SP,0.695,Y
5,test,0.8956480026245117,SP,0.6696,Y
6,val,0.8997355103492737,SP,0.7562,Y
6,test,0.8942053318023682,SP,0.7284,Y
7,val,0.9009377360343933,SP,0.7603,Y
7,test,0.8944457769393921,SP,0.7379,Y
8,val,0.8999759554862976,SP,0.7543,Y
8,test,0.894686222076416,SP,0.7263,Y
9,val,0.898773729801178,SP,0.7163,Y
9,test,0.8956480026245117,SP,0.6996,Y
10,val,0.9002164006233215,SP,0.7598,Y
10,test,0.8939648866653442,SP,0.735,Y
11,val,0.8997355103492737,SP,0.7793,Y
11,test,0.894686222076416,SP,0.7525,Y
12,val,0.8999759554862976,SP,0.802,Y
12,test,0.8951671123504639,SP,0.7787,Y
13,val,0.9002164006233215,SP,0.8347,Y
13,test,0.894686222076416,SP,0.8041,Y
14,val,0.9021399617195129,SP,0.8491,Y
14,test,0.8934839963912964,SP,0.8224,Y
15,val,0.9014186263084412,SP,0.8706,Y
15,test,0.8918009400367737,SP,0.8532,Y
16,val,0.9016590714454651,SP,0.8764,Y
16,test,0.890598714351654,SP,0.8665,Y
17,val,0.9011781811714172,SP,0.8997,Y
17,test,0.8898773789405823,SP,0.8826,Y
18,val,0.9014186263084412,SP,0.8997,Y
18,test,0.8898773789405823,SP,0.8836,Y
19,val,0.9006972908973694,SP,0.9118,Y
19,test,0.8893964886665344,SP,0.8944,Y
20,val,0.9031016826629639,SP,0.8994,Y
20,test,0.8901178240776062,SP,0.8833,Y
21,val,0.901899516582489,SP,0.8902,Y
21,test,0.8898773789405823,SP,0.8838,Y
22,val,0.9014186263084412,SP,0.9074,Y
22,test,0.8903582692146301,SP,0.8881,Y
23,val,0.898773729801178,SP,0.913,Y
23,test,0.8877133727073669,SP,0.8971,Y
24,val,0.8978119492530823,SP,0.919,Y
24,test,0.8877133727073669,SP,0.9041,Y
25,val,0.8982928395271301,SP,0.894,Y
25,test,0.8886751532554626,SP,0.875,Y
26,val,0.8913200497627258,SP,0.8982,Y
26,test,0.8809810280799866,SP,0.8594,Y
27,val,0.8920413851737976,SP,0.8971,Y
27,test,0.8819427490234375,SP,0.8659,Y
28,val,0.9006972908973694,SP,0.904,Y
28,test,0.8889155983924866,SP,0.8903,Y
29,val,0.8973311185836792,SP,0.8865,Y
29,test,0.8891560435295105,SP,0.8601,Y
30,val,0.9028612375259399,SP,0.9026,Y
30,test,0.8915604948997498,SP,0.8905,Y
31,val,0.9016590714454651,SP,0.8949,Y
31,test,0.8915604948997498,SP,0.8804,Y
32,val,0.9011781811714172,SP,0.9186,Y
32,test,0.8901178240776062,SP,0.9077,Y
33,val,0.8992546200752258,SP,0.9534,Y
33,test,0.8879538178443909,SP,0.9336,Y
34,val,0.8994950652122498,SP,0.9509,Y
34,test,0.8896369338035583,SP,0.9234,Y
35,val,0.9016590714454651,SP,0.9513,Y
35,test,0.8884347081184387,SP,0.9284,Y
36,val,0.9002164006233215,SP,0.9723,Y
36,test,0.8889155983924866,SP,0.9541,Y
37,val,0.9006972908973694,SP,0.9648,Y
37,test,0.8877133727073669,SP,0.9576,Y
38,val,0.8992546200752258,SP,0.9665,Y
38,test,0.8879538178443909,SP,0.957,Y
39,val,0.8999759554862976,SP,0.9571,Y
39,test,0.8884347081184387,SP,0.9434,Y
40,val,0.8999759554862976,SP,0.9462,Y
40,test,0.8886751532554626,SP,0.9213,Y
41,val,0.9006972908973694,SP,0.9338,Y
41,test,0.8896369338035583,SP,0.916,Y
42,val,0.901899516582489,SP,0.9453,Y
42,test,0.8891560435295105,SP,0.9281,Y
43,val,0.8937244415283203,SP,0.9352,Y
43,test,0.8831449747085571,SP,0.9103,Y
44,val,0.9006972908973694,SP,0.9449,Y
44,test,0.8879538178443909,SP,0.9297,Y
45,val,0.9002164006233215,SP,0.9229,Y
45,test,0.8889155983924866,SP,0.908,Y
46,val,0.8932435512542725,SP,0.938,Y
46,test,0.8826640844345093,SP,0.9084,Y
47,val,0.8992546200752258,SP,0.9656,Y
47,test,0.8877133727073669,SP,0.9589,Y
48,val,0.9006972908973694,SP,0.9605,Y
48,test,0.8901178240776062,SP,0.9485,Y
49,val,0.9011781811714172,SP,0.9493,Y
49,test,0.890839159488678,SP,0.9396,Y
50,val,0.8997355103492737,SP,0.9713,Y
50,test,0.8891560435295105,SP,0.9585,Y
