iter,client,numData,Acc,fairType,fairValue,Privileged,higher
1,1,2273,0.8809810280799866,EQO,0.9998,N,Y
1,2,1831,0.875691294670105,EQO,2.3083,N,Y
1,7,1146,0.8776147961616516,EQO,1.0769,N,Y
2,2,1831,0.875450849533081,EQO,2.5014,N,Y
2,4,825,0.8552536964416504,EQO,1.2457,N,Y
2,10,616,0.8807405829429626,EQO,1.0388,N,Y
3,2,1831,0.872565507888794,EQO,0.4519,Y,N
3,4,825,0.8629478216171265,EQO,0.7249,Y,N
3,5,940,0.8783361315727234,EQO,0.5373,Y,N
4,2,752,0.8634287118911743,EQO,0.6968,Y,N
4,3,1378,0.8829045295715332,EQO,0.6766,Y,N
4,8,196,0.8338543176651001,EQO,0.5585,Y,N
4,12,940,0.8740081787109375,EQO,0.4943,Y,N
5,6,1635,0.8713632822036743,EQO,0.4628,Y,N
5,9,220,0.8300071954727173,EQO,0.5076,Y,N
5,11,128,0.8518874645233154,EQO,0.5035,Y,N
5,12,1250,0.8817023038864136,EQO,0.9627,Y,Y
6,2,1146,0.8872324824333191,EQO,0.742,Y,Y
6,3,1534,0.8672757744789124,EQO,0.403,Y,N
6,7,645,0.887472927570343,EQO,0.8204,Y,Y
6,15,128,0.8617455959320068,EQO,0.4367,Y,N
7,2,1146,0.887472927570343,EQO,0.7232,Y,Y
7,5,180,0.8682375550270081,EQO,0.4442,Y,N
7,8,1250,0.8821831941604614,EQO,0.949,Y,Y
7,9,196,0.8547728061676025,EQO,0.4489,Y,N
7,13,112,0.8665544390678406,EQO,0.4447,Y,N
8,1,2273,0.8812214732170105,EQO,1.0,Y,Y
8,6,532,0.8855494260787964,EQO,0.9038,Y,Y
8,8,940,0.8701611161231995,EQO,0.4295,Y,N
8,10,108,0.8718441724777222,EQO,0.4557,Y,N
8,16,112,0.8694397807121277,EQO,0.4356,Y,N
9,2,1146,0.8881942629814148,EQO,0.7222,Y,N
9,4,616,0.8884347081184387,EQO,0.7572,Y,N
9,8,1635,0.8730463981628418,EQO,0.4586,Y,N
9,13,196,0.8629478216171265,EQO,0.4902,Y,N
9,15,108,0.8776147961616516,EQO,0.5333,Y,N
10,1,2273,0.8812214732170105,EQO,1.0,Y,Y
10,2,1185,0.8814619183540344,EQO,0.9813,Y,Y
10,3,645,0.8862707614898682,EQO,0.8267,Y,Y
10,4,532,0.8869920372962952,EQO,0.9165,Y,Y
10,5,1250,0.8826640844345093,EQO,0.9589,Y,Y
11,1,2273,0.8812214732170105,EQO,1.0,Y,Y
11,5,1250,0.8826640844345093,EQO,0.9471,Y,Y
11,7,1370,0.883385419845581,EQO,0.6472,Y,N
11,11,112,0.8792979121208191,EQO,0.5619,Y,N
11,14,1635,0.8752104043960571,EQO,0.4821,Y,N
12,7,128,0.8752104043960571,EQO,0.5249,Y,N
12,8,180,0.8802596926689148,EQO,0.5513,Y,N
12,9,940,0.8749699592590332,EQO,0.4765,Y,N
12,11,616,0.8891560435295105,EQO,0.7544,Y,N
12,15,112,0.8790574669837952,EQO,0.5543,Y,N
13,6,164,0.8660735487937927,EQO,0.5209,Y,N
13,11,1635,0.8742486238479614,EQO,0.4751,Y,N
13,12,128,0.8716037273406982,EQO,0.5038,Y,N
13,13,180,0.8771339058876038,EQO,0.5302,Y,N
13,16,112,0.8759317398071289,EQO,0.5218,Y,N
14,2,1185,0.8819427490234375,EQO,0.9681,Y,Y
14,4,532,0.886751651763916,EQO,0.9104,Y,Y
14,8,108,0.8718441724777222,EQO,0.4754,Y,N
14,10,940,0.8747295141220093,EQO,0.4755,Y,N
14,13,1635,0.8740081787109375,EQO,0.4741,Y,N
15,6,1146,0.8886751532554626,EQO,0.7089,Y,N
15,10,164,0.8593412041664124,EQO,0.4868,Y,N
15,11,128,0.8687184453010559,EQO,0.4897,Y,N
15,12,180,0.872565507888794,EQO,0.5062,Y,N
15,13,112,0.8730463981628418,EQO,0.5095,Y,N
16,2,1185,0.8821831941604614,EQO,0.9459,Y,Y
16,6,196,0.8554940819740295,EQO,0.4752,Y,N
16,9,108,0.8728059530258179,EQO,0.5059,Y,N
16,10,940,0.8749699592590332,EQO,0.4718,Y,N
16,16,112,0.8713632822036743,EQO,0.5003,Y,N
17,1,2273,0.8812214732170105,EQO,1.0,Y,Y
17,3,645,0.8860303163528442,EQO,0.8282,Y,Y
17,9,1146,0.8884347081184387,EQO,0.7119,Y,N
17,13,196,0.8566963076591492,EQO,0.4825,Y,N
17,14,108,0.8732868432998657,EQO,0.5145,Y,N
18,2,1185,0.8821831941604614,EQO,0.9736,Y,Y
18,3,645,0.8872324824333191,EQO,0.8715,Y,Y
18,4,532,0.8865112066268921,EQO,0.9334,Y,Y
