acc_SP,acc_EO,acc_EQO
0.8036066353321075,0.8054580330848694,0.8170233190059661
0.8694157242774964,0.8766290009021759,0.8429189682006836
0.8883385419845581,0.8878095746040344,0.8787448823451995
0.8871844291687012,0.8918490052223206,0.8853330075740814
0.8904544413089752,0.8913200318813324,0.8926184237003326
0.8947343051433563,0.8913200318813324,0.8919451832771301
0.8930993020534516,0.8937725365161896,0.8877374410629273
0.894373643398285,0.8937244594097138,0.8927146017551422
0.8955277800559998,0.8927386343479157,0.892546284198761
0.8955277800559998,0.8926184177398682,0.892979085445404
0.8959846079349518,0.8923539340496063,0.8938206195831299
0.8951911568641663,0.893892765045166,0.8944938778877258
0.894349604845047,0.8933397471904755,0.8942053377628326
0.8940370321273804,0.8935080587863922,0.8940370321273804
0.8942053377628326,0.893652331829071,0.8937004029750824
0.8946140944957733,0.8933397531509399,0.8941091597080231
0.8942774713039399,0.8933637917041779,0.8935321033000946
0.894229382276535,0.8932435810565948,0.893435925245285
0.8934359192848206,0.8924501121044159,0.8937004029750824
0.8943015217781067,0.8924501121044159,0.8943015158176422
0.8945419609546661,0.8919211387634277,0.893796581029892
0.894349604845047,0.892329889535904,0.8930993020534516
0.893556147813797,0.8920413553714752,0.8926184177398682
0.8949266672134399,0.8921856224536896,0.8934359192848206
0.8954796850681305,0.8924741566181182,0.8930031299591065
0.8942534327507019,0.8930993020534516,0.8931233525276184
0.8938687205314636,0.8928107798099518,0.8933637917041779
0.8934840083122253,0.8916806995868682,0.8933397352695465
0.8936042368412018,0.8919692218303681,0.8939408481121063
0.8939168155193329,0.8915845155715942,0.8926184237003326
0.8916085541248322,0.8902861297130584,0.8929790794849396
0.8930271685123443,0.8870882451534271,0.8920173227787018
0.8938446819782258,0.8904063522815704,0.8927867233753204
0.8938446700572967,0.8886511266231537,0.8888675212860108
0.8933637917041779,0.8928107738494873,0.8884347200393676
0.892546284198761,0.8919692277908325,0.889829283952713
0.8920894503593445,0.8920653998851776,0.8912719488143921
0.8918009102344513,0.8916566610336304,0.8892522156238556
0.8930993020534516,0.8936763644218445,0.8899975895881653
0.8889396488666534,0.8935561418533325,0.8889156103134155
0.8924020230770111,0.8924501180648804,0.8906708300113678
0.8926184117794037,0.8919211387634277,0.8915845155715942
0.8925703227519989,0.8943976938724518,0.88780956864357
0.8921615719795227,0.8874008119106293,0.886439049243927
0.8927386403083801,0.8920413613319397,0.8842029273509979
0.8923779726028442,0.895263284444809,0.8878095805644989
0.8928348064422608,0.8873046457767486,0.8850444912910461
0.8926424622535706,0.890742975473404,0.8877374410629273
0.8760519325733185,0.8515748918056488,0.888266408443451
0.8098340928554535,0.8827121913433075,0.8831209480762482
