iter,dataType,Acc,fairType,fairValue,Privileged
0,val,0.590045690536499,EO,0.1514,Y
1,val,0.8163020014762878,EO,0.4152,Y
1,test,0.8276028037071228,EO,0.4205,Y
2,val,0.8780956864356995,EO,0.6863,Y
2,test,0.8783361315727234,EO,0.7113,Y
3,val,0.8826640844345093,EO,0.7767,Y
3,test,0.8824236392974854,EO,0.766,Y
4,val,0.901899516582489,EO,0.8969,Y
4,test,0.8994950652122498,EO,0.9017,Y
5,val,0.9035825729370117,EO,0.9414,Y
5,test,0.8927626609802246,EO,0.9312,Y
6,val,0.9047847986221313,EO,0.9414,Y
6,test,0.894686222076416,EO,0.9254,Y
7,val,0.8994950652122498,EO,0.9798,Y
7,test,0.8896369338035583,EO,0.9717,Y
8,val,0.8961288928985596,EO,0.9939,Y
8,test,0.8869920372962952,EO,0.9911,Y
9,val,0.894686222076416,EO,0.9959,Y
9,test,0.8862707614898682,EO,0.9978,Y
10,val,0.8944457769393921,EO,0.998,Y
10,test,0.8862707614898682,EO,0.9978,Y
11,val,0.8951671123504639,EO,0.9942,Y
11,test,0.8872324824333191,EO,0.9959,Y
12,val,0.8942053318023682,EO,0,Y
12,test,0.8860303163528442,EO,0.9978,Y
13,val,0.8942053318023682,EO,0.9959,Y
13,test,0.8865112066268921,EO,0.9978,Y
14,val,0.8942053318023682,EO,0,Y
14,test,0.8862707614898682,EO,0,Y
15,val,0.8966097831726074,EO,0.9942,Y
15,test,0.8877133727073669,EO,0.9959,Y
16,val,0.8949266672134399,EO,0.9939,Y
16,test,0.886751651763916,EO,0.9956,Y
17,val,0.8942053318023682,EO,0,Y
17,test,0.8860303163528442,EO,0.9978,Y
18,val,0.898533284664154,EO,0.9845,Y
18,test,0.8881942629814148,EO,0.9726,Y
19,val,0.8973311185836792,EO,0.9901,Y
19,test,0.8877133727073669,EO,0.9781,Y
20,val,0.8968502283096313,EO,0.9942,Y
20,test,0.8881942629814148,EO,0.9936,Y
21,val,0.8942053318023682,EO,0.9959,Y
21,test,0.8865112066268921,EO,0.9978,Y
22,val,0.8942053318023682,EO,0,Y
22,test,0.8865112066268921,EO,0.9978,Y
23,val,0.894686222076416,EO,0.9959,Y
23,test,0.886751651763916,EO,0.9956,Y
24,val,0.8944457769393921,EO,0.9959,Y
24,test,0.8865112066268921,EO,0.9978,Y
25,val,0.8939648866653442,EO,0,Y
25,test,0.8862707614898682,EO,0,Y
26,val,0.9021399617195129,EO,0.9746,Y
26,test,0.8918009400367737,EO,0.9677,Y
27,val,0.8968502283096313,EO,0.9945,Y
27,test,0.8891560435295105,EO,0.9939,Y
28,val,0.894686222076416,EO,0.9997,N
28,test,0.8869920372962952,EO,0.9981,Y
29,val,0.898773729801178,EO,0.993,Y
29,test,0.8901178240776062,EO,0.9844,Y
30,val,0.8980523943901062,EO,0.9883,Y
30,test,0.8893964886665344,EO,0.9781,Y
31,val,0.8997355103492737,EO,0.9842,Y
31,test,0.8896369338035583,EO,0.9673,Y
32,val,0.8994950652122498,EO,0.976,Y
32,test,0.8913200497627258,EO,0.9673,Y
33,val,0.8954075574874878,EO,0.9959,Y
33,test,0.8872324824333191,EO,0.9936,Y
34,val,0.8966097831726074,EO,0.9945,Y
34,test,0.8896369338035583,EO,0.9914,Y
35,val,0.8942053318023682,EO,0.9959,Y
35,test,0.886751651763916,EO,0,Y
36,val,0.8942053318023682,EO,0.9959,Y
36,test,0.8865112066268921,EO,0.9978,Y
37,val,0.8942053318023682,EO,0.998,Y
37,test,0.8865112066268921,EO,0,Y
38,val,0.8939648866653442,EO,0,Y
38,test,0.8862707614898682,EO,0,Y
39,val,0.894686222076416,EO,0.9983,Y
39,test,0.886751651763916,EO,0.9978,Y
40,val,0.8939648866653442,EO,0.9983,Y
40,test,0.8862707614898682,EO,0,Y
41,val,0.8949266672134399,EO,0.9983,Y
41,test,0.8862707614898682,EO,0.9981,Y
42,val,0.8949266672134399,EO,0.9962,Y
42,test,0.886751651763916,EO,0.9914,Y
43,val,0.894686222076416,EO,0.9962,Y
43,test,0.8872324824333191,EO,0.9933,Y
44,val,0.8939648866653442,EO,0,Y
44,test,0.8862707614898682,EO,0,Y
45,val,0.9014186263084412,EO,0.9858,Y
45,test,0.8881942629814148,EO,0.9736,Y
46,val,0.8937244415283203,EO,0.9997,N
46,test,0.8862707614898682,EO,0,Y
47,val,0.8862707614898682,EO,0.9665,Y
47,test,0.8877133727073669,EO,0.9611,Y
48,val,0.898533284664154,EO,0.9652,Y
48,test,0.890598714351654,EO,0.9581,Y
49,val,0.8937244415283203,EO,0,Y
49,test,0.8862707614898682,EO,0,Y
50,val,0.9009377360343933,EO,0.9852,Y
50,test,0.8891560435295105,EO,0.9701,Y
